BA Code,Timestamp (Hour Ending),Local Date,Hour Number,Demand (MWh),Demand Forecast (MWh),Net Generation (MWh),Total Interchange (MWh)
SWPP,2/17/2021 7 p.m. CST,2/17/2021,19,36566,40983,31912,-4654
SWPP,2/17/2021 8 p.m. CST,2/17/2021,20,36476,40820,31419,-5058
SWPP,2/17/2021 9 p.m. CST,2/17/2021,21,35985,40474,30950,-5035
SWPP,2/17/2021 10 p.m. CST,2/17/2021,22,35277,39408,31346,-3931
SWPP,2/17/2021 11 p.m. CST,2/17/2021,23,34429,38141,30331,-4098
SWPP,2/18/2021 12 a.m. CST,2/18/2021,0,33722,37083,29857,-3865
SWPP,2/18/2021 1 a.m. CST,2/18/2021,1,33320,35372,29490,-3830
SWPP,2/18/2021 2 a.m. CST,2/18/2021,2,33281,35291,30001,-3280
SWPP,2/18/2021 3 a.m. CST,2/18/2021,3,33288,35025,30899,-2389
SWPP,2/18/2021 4 a.m. CST,2/18/2021,4,33491,35204,31210,-2280
SWPP,2/18/2021 5 a.m. CST,2/18/2021,5,34046,36137,32029,-2016
SWPP,2/18/2021 6 a.m. CST,2/18/2021,6,35072,37011,32278,-2794
SWPP,2/18/2021 7 a.m. CST,2/18/2021,7,36682,38895,34011,-2671
SWPP,2/18/2021 8 a.m. CST,2/18/2021,8,37767,39576,35281,-2486
SWPP,2/18/2021 9 a.m. CST,2/18/2021,9,37638,39026,35927,-1711
SWPP,2/18/2021 10 a.m. CST,2/18/2021,10,36884,39174,35231,-1653
SWPP,2/18/2021 11 a.m. CST,2/18/2021,11,36140,38833,34727,-1413
SWPP,2/18/2021 12 p.m. CST,2/18/2021,12,35461,38227,34016,-1445
SWPP,2/18/2021 1 p.m. CST,2/18/2021,13,34755,37679,33005,-1751
SWPP,2/18/2021 2 p.m. CST,2/18/2021,14,34109,37085,32110,-1999
SWPP,2/18/2021 3 p.m. CST,2/18/2021,15,33475,36376,31968,-1507
SWPP,2/18/2021 4 p.m. CST,2/18/2021,16,33042,36061,31024,-2017
SWPP,2/18/2021 5 p.m. CST,2/18/2021,17,33288,36338,31710,-1579
SWPP,2/18/2021 6 p.m. CST,2/18/2021,18,34135,37161,32168,-1967
SWPP,2/18/2021 7 p.m. CST,2/18/2021,19,35892,38521,33186,-2706
SWPP,2/18/2021 8 p.m. CST,2/18/2021,20,36356,38679,32388,-3968
SWPP,2/18/2021 9 p.m. CST,2/18/2021,21,36229,38343,33126,-3102
SWPP,2/18/2021 10 p.m. CST,2/18/2021,22,35693,37642,32690,-3003
SWPP,2/18/2021 11 p.m. CST,2/18/2021,23,34774,36612,31790,-2983
SWPP,2/19/2021 12 a.m. CST,2/19/2021,0,34179,35790,31132,-3047
SWPP,2/19/2021 1 a.m. CST,2/19/2021,1,33908,35574,30650,-3259
SWPP,2/19/2021 2 a.m. CST,2/19/2021,2,33941,35582,31406,-2536
SWPP,2/19/2021 3 a.m. CST,2/19/2021,3,34134,35687,31362,-2772
SWPP,2/19/2021 4 a.m. CST,2/19/2021,4,34412,35989,32233,-2179
SWPP,2/19/2021 5 a.m. CST,2/19/2021,5,35042,36339,32739,-2303
SWPP,2/19/2021 6 a.m. CST,2/19/2021,6,36203,37224,33703,-2499
SWPP,2/19/2021 7 a.m. CST,2/19/2021,7,37892,39171,34946,-2947
SWPP,2/19/2021 8 a.m. CST,2/19/2021,8,38819,40539,35975,-2844
SWPP,2/19/2021 9 a.m. CST,2/19/2021,9,38194,39948,36056,-2138
SWPP,2/19/2021 10 a.m. CST,2/19/2021,10,36814,39362,34964,-1850
SWPP,2/19/2021 11 a.m. CST,2/19/2021,11,35569,38495,34172,-1397
SWPP,2/19/2021 12 p.m. CST,2/19/2021,12,34423,37518,33281,-1142
SWPP,2/19/2021 1 p.m. CST,2/19/2021,13,33413,36285,32988,-424
SWPP,2/19/2021 2 p.m. CST,2/19/2021,14,32635,35506,32969,334
SWPP,2/19/2021 3 p.m. CST,2/19/2021,15,31825,34780,32302,477
SWPP,2/19/2021 4 p.m. CST,2/19/2021,16,31421,34302,31802,381
SWPP,2/19/2021 5 p.m. CST,2/19/2021,17,31542,34388,31862,320
SWPP,2/19/2021 6 p.m. CST,2/19/2021,18,32169,35179,32403,234
SWPP,2/19/2021 7 p.m. CST,2/19/2021,19,33780,36370,34044,265
SWPP,2/19/2021 8 p.m. CST,2/19/2021,20,34337,36446,34558,221
SWPP,2/19/2021 9 p.m. CST,2/19/2021,21,34241,36198,34949,708
SWPP,2/19/2021 10 p.m. CST,2/19/2021,22,33664,35598,34550,886
SWPP,2/19/2021 11 p.m. CST,2/19/2021,23,32992,34849,34004,1011
SWPP,2/20/2021 12 a.m. CST,2/20/2021,0,32380,34012,33577,1196
SWPP,2/20/2021 1 a.m. CST,2/20/2021,1,32036,34302,32767,731
SWPP,2/20/2021 2 a.m. CST,2/20/2021,2,31998,34318,32876,878
SWPP,2/20/2021 3 a.m. CST,2/20/2021,3,32161,33969,32779,618
SWPP,2/20/2021 4 a.m. CST,2/20/2021,4,32334,33936,32594,260
SWPP,2/20/2021 5 a.m. CST,2/20/2021,5,32735,34235,32882,147
SWPP,2/20/2021 6 a.m. CST,2/20/2021,6,33411,34564,33285,-125
SWPP,2/20/2021 7 a.m. CST,2/20/2021,7,34435,35117,33694,-741
SWPP,2/20/2021 8 a.m. CST,2/20/2021,8,34978,35389,34074,-904
SWPP,2/20/2021 9 a.m. CST,2/20/2021,9,34662,35600,33318,-1344
SWPP,2/20/2021 10 a.m. CST,2/20/2021,10,33695,36025,32419,-1276
SWPP,2/20/2021 11 a.m. CST,2/20/2021,11,32564,35357,32039,-525
SWPP,2/20/2021 12 p.m. CST,2/20/2021,12,31482,34442,30890,-592
SWPP,2/20/2021 1 p.m. CST,2/20/2021,13,30342,33819,30337,-6
SWPP,2/20/2021 2 p.m. CST,2/20/2021,14,29412,32824,29645,232
SWPP,2/20/2021 3 p.m. CST,2/20/2021,15,28616,31992,29152,536
SWPP,2/20/2021 4 p.m. CST,2/20/2021,16,28108,31895,29092,985
SWPP,2/20/2021 5 p.m. CST,2/20/2021,17,28237,32174,29260,1023
SWPP,2/20/2021 6 p.m. CST,2/20/2021,18,29159,32902,30072,913
SWPP,2/20/2021 7 p.m. CST,2/20/2021,19,30705,33572,31576,870
SWPP,2/20/2021 8 p.m. CST,2/20/2021,20,31367,33696,31935,568
SWPP,2/20/2021 9 p.m. CST,2/20/2021,21,31330,33257,32105,775
SWPP,2/20/2021 10 p.m. CST,2/20/2021,22,30839,32580,30882,43
SWPP,2/20/2021 11 p.m. CST,2/20/2021,23,30164,31939,30195,31
SWPP,2/21/2021 12 a.m. CST,2/21/2021,0,29479,31279,29732,253
SWPP,2/21/2021 1 a.m. CST,2/21/2021,1,28997,30628,28723,-274
SWPP,2/21/2021 2 a.m. CST,2/21/2021,2,28626,30535,27703,-923
SWPP,2/21/2021 3 a.m. CST,2/21/2021,3,28493,30540,27638,-855
SWPP,2/21/2021 4 a.m. CST,2/21/2021,4,28524,30505,28075,-449
SWPP,2/21/2021 5 a.m. CST,2/21/2021,5,28617,30595,28115,-501
SWPP,2/21/2021 6 a.m. CST,2/21/2021,6,29057,30699,28993,-64
SWPP,2/21/2021 7 a.m. CST,2/21/2021,7,29849,31026,29494,-355
SWPP,2/21/2021 8 a.m. CST,2/21/2021,8,30229,31290,29180,-1050
SWPP,2/21/2021 9 a.m. CST,2/21/2021,9,30561,31707,29369,-1192
SWPP,2/21/2021 10 a.m. CST,2/21/2021,10,30688,32737,29717,-972
SWPP,2/21/2021 11 a.m. CST,2/21/2021,11,30584,32779,30161,-423
SWPP,2/21/2021 12 p.m. CST,2/21/2021,12,30195,32442,30376,181
SWPP,2/21/2021 1 p.m. CST,2/21/2021,13,29701,32463,29817,115
SWPP,2/21/2021 2 p.m. CST,2/21/2021,14,29091,31876,29172,81
SWPP,2/21/2021 3 p.m. CST,2/21/2021,15,28467,31330,28644,176
SWPP,2/21/2021 4 p.m. CST,2/21/2021,16,28076,31213,28043,-32
SWPP,2/21/2021 5 p.m. CST,2/21/2021,17,28190,31483,28103,-87
SWPP,2/21/2021 6 p.m. CST,2/21/2021,18,28791,31917,28431,-360
SWPP,2/21/2021 7 p.m. CST,2/21/2021,19,29979,32594,29257,-722
SWPP,2/21/2021 8 p.m. CST,2/21/2021,20,30444,32963,29656,-788
SWPP,2/21/2021 9 p.m. CST,2/21/2021,21,30211,32661,29160,-1051
SWPP,2/21/2021 10 p.m. CST,2/21/2021,22,29683,32045,28817,-866
SWPP,2/21/2021 11 p.m. CST,2/21/2021,23,28787,31277,27627,-1160
SWPP,2/22/2021 12 a.m. CST,2/22/2021,0,28004,30541,26811,-1192
SWPP,2/22/2021 1 a.m. CST,2/22/2021,1,27732,29643,26593,-1140
SWPP,2/22/2021 2 a.m. CST,2/22/2021,2,27745,29631,27488,-257
SWPP,2/22/2021 3 a.m. CST,2/22/2021,3,27993,29807,28140,147
SWPP,2/22/2021 4 a.m. CST,2/22/2021,4,28421,30085,28861,439
SWPP,2/22/2021 5 a.m. CST,2/22/2021,5,29211,30620,29897,686
SWPP,2/22/2021 6 a.m. CST,2/22/2021,6,30638,31772,31026,389
SWPP,2/22/2021 7 a.m. CST,2/22/2021,7,32942,33648,33009,67
SWPP,2/22/2021 8 a.m. CST,2/22/2021,8,33935,34618,33662,-274
SWPP,2/22/2021 9 a.m. CST,2/22/2021,9,33089,34402,32544,-544
SWPP,2/22/2021 10 a.m. CST,2/22/2021,10,31933,34158,32064,131
SWPP,2/22/2021 11 a.m. CST,2/22/2021,11,30959,33570,31138,179
SWPP,2/22/2021 12 p.m. CST,2/22/2021,12,30137,32730,30247,110
SWPP,2/22/2021 1 p.m. CST,2/22/2021,13,29248,32055,29122,-125
SWPP,2/22/2021 2 p.m. CST,2/22/2021,14,28603,31385,28501,-103
SWPP,2/22/2021 3 p.m. CST,2/22/2021,15,27971,30619,27784,-186
SWPP,2/22/2021 4 p.m. CST,2/22/2021,16,27485,30180,27319,-166
SWPP,2/22/2021 5 p.m. CST,2/22/2021,17,27432,30314,26963,-469
SWPP,2/22/2021 6 p.m. CST,2/22/2021,18,27821,31231,27449,-373
SWPP,2/22/2021 7 p.m. CST,2/22/2021,19,29079,32337,29060,-19
SWPP,2/22/2021 8 p.m. CST,2/22/2021,20,29708,32696,29887,180
SWPP,2/22/2021 9 p.m. CST,2/22/2021,21,29463,32412,29353,-111
SWPP,2/22/2021 10 p.m. CST,2/22/2021,22,28892,31639,28861,-31
SWPP,2/22/2021 11 p.m. CST,2/22/2021,23,27928,30668,27549,-379
SWPP,2/23/2021 12 a.m. CST,2/23/2021,0,27034,29734,26652,-381
SWPP,2/23/2021 1 a.m. CST,2/23/2021,1,26575,28793,26430,-146
SWPP,2/23/2021 2 a.m. CST,2/23/2021,2,26452,28810,25867,-585
SWPP,2/23/2021 3 a.m. CST,2/23/2021,3,26575,29067,25681,-894
SWPP,2/23/2021 4 a.m. CST,2/23/2021,4,26834,29371,25887,-947
SWPP,2/23/2021 5 a.m. CST,2/23/2021,5,27395,29903,25904,-1491
SWPP,2/23/2021 6 a.m. CST,2/23/2021,6,28828,31032,27783,-1046
SWPP,2/23/2021 7 a.m. CST,2/23/2021,7,31167,32857,30560,-608
SWPP,2/23/2021 8 a.m. CST,2/23/2021,8,32205,33675,31815,-390
SWPP,2/23/2021 9 a.m. CST,2/23/2021,9,31344,33237,31049,-295
SWPP,2/23/2021 10 a.m. CST,2/23/2021,10,30118,32649,29921,-197
SWPP,2/23/2021 11 a.m. CST,2/23/2021,11,29285,31934,29417,132
SWPP,2/23/2021 12 p.m. CST,2/23/2021,12,28641,31020,28598,-43
SWPP,2/23/2021 1 p.m. CST,2/23/2021,13,28152,30453,28618,467
SWPP,2/23/2021 2 p.m. CST,2/23/2021,14,27822,29886,28242,420
SWPP,2/23/2021 3 p.m. CST,2/23/2021,15,27521,29225,28208,686
SWPP,2/23/2021 4 p.m. CST,2/23/2021,16,27191,28878,28032,842
SWPP,2/23/2021 5 p.m. CST,2/23/2021,17,27044,29032,27653,608
SWPP,2/23/2021 6 p.m. CST,2/23/2021,18,27214,29733,27724,510
SWPP,2/23/2021 7 p.m. CST,2/23/2021,19,28232,30646,28599,367
SWPP,2/23/2021 8 p.m. CST,2/23/2021,20,28518,31054,28839,322
SWPP,2/23/2021 9 p.m. CST,2/23/2021,21,28152,30867,28567,415
SWPP,2/23/2021 10 p.m. CST,2/23/2021,22,27480,30100,28038,559
SWPP,2/23/2021 11 p.m. CST,2/23/2021,23,26356,29119,26802,445
SWPP,2/24/2021 12 a.m. CST,2/24/2021,0,25443,28176,26346,904
SWPP,2/24/2021 1 a.m. CST,2/24/2021,1,24899,25660,26159,1260
SWPP,2/24/2021 2 a.m. CST,2/24/2021,2,24695,25514,26253,1558
SWPP,2/24/2021 3 a.m. CST,2/24/2021,3,24688,25595,26453,1765
SWPP,2/24/2021 4 a.m. CST,2/24/2021,4,24935,25842,26398,1463
SWPP,2/24/2021 5 a.m. CST,2/24/2021,5,25466,26488,26865,1398
SWPP,2/24/2021 6 a.m. CST,2/24/2021,6,26760,27799,28076,1316
SWPP,2/24/2021 7 a.m. CST,2/24/2021,7,28967,29899,29873,906
SWPP,2/24/2021 8 a.m. CST,2/24/2021,8,30152,31068,30993,841
SWPP,2/24/2021 9 a.m. CST,2/24/2021,9,30051,30967,30707,657
SWPP,2/24/2021 10 a.m. CST,2/24/2021,10,29693,30662,30814,1120
SWPP,2/24/2021 11 a.m. CST,2/24/2021,11,29294,30387,30678,1384
SWPP,2/24/2021 12 p.m. CST,2/24/2021,12,28838,29911,29814,977
SWPP,2/24/2021 1 p.m. CST,2/24/2021,13,28351,29429,28611,260
SWPP,2/24/2021 2 p.m. CST,2/24/2021,14,28050,29132,28200,151
SWPP,2/24/2021 3 p.m. CST,2/24/2021,15,27744,28686,27791,47
SWPP,2/24/2021 4 p.m. CST,2/24/2021,16,27771,28479,27902,131
SWPP,2/24/2021 5 p.m. CST,2/24/2021,17,27816,28673,28103,287
SWPP,2/24/2021 6 p.m. CST,2/24/2021,18,28009,29510,28455,446
SWPP,2/24/2021 7 p.m. CST,2/24/2021,19,29086,30579,29346,260
SWPP,2/24/2021 8 p.m. CST,2/24/2021,20,29586,30881,29751,165
SWPP,2/24/2021 9 p.m. CST,2/24/2021,21,29443,30935,29933,490
SWPP,2/24/2021 10 p.m. CST,2/24/2021,22,28901,30380,29544,644
SWPP,2/24/2021 11 p.m. CST,2/24/2021,23,27870,29326,29059,1189
SWPP,2/25/2021 12 a.m. CST,2/25/2021,0,27011,28358,28063,1053
SWPP,2/25/2021 1 a.m. CST,2/25/2021,1,26646,28822,27716,1070
SWPP,2/25/2021 2 a.m. CST,2/25/2021,2,26519,28795,27832,1313
SWPP,2/25/2021 3 a.m. CST,2/25/2021,3,26639,29002,27379,740
SWPP,2/25/2021 4 a.m. CST,2/25/2021,4,26861,29226,27315,454
SWPP,2/25/2021 5 a.m. CST,2/25/2021,5,27479,29731,27995,516
SWPP,2/25/2021 6 a.m. CST,2/25/2021,6,28989,30860,29438,449
SWPP,2/25/2021 7 a.m. CST,2/25/2021,7,31400,32691,31622,222
SWPP,2/25/2021 8 a.m. CST,2/25/2021,8,32475,33684,32583,108
SWPP,2/25/2021 9 a.m. CST,2/25/2021,9,32263,33438,32290,28
SWPP,2/25/2021 10 a.m. CST,2/25/2021,10,31700,33271,31578,-122
SWPP,2/25/2021 11 a.m. CST,2/25/2021,11,31171,32964,31116,-55
SWPP,2/25/2021 12 p.m. CST,2/25/2021,12,30594,32371,30203,-390
SWPP,2/25/2021 1 p.m. CST,2/25/2021,13,29995,32012,29665,-330
SWPP,2/25/2021 2 p.m. CST,2/25/2021,14,29556,31610,29528,-27
SWPP,2/25/2021 3 p.m. CST,2/25/2021,15,29056,31008,28990,-66
SWPP,2/25/2021 4 p.m. CST,2/25/2021,16,28762,30678,28896,134
SWPP,2/25/2021 5 p.m. CST,2/25/2021,17,28939,30841,29075,136
SWPP,2/25/2021 6 p.m. CST,2/25/2021,18,29458,31704,29842,383
SWPP,2/25/2021 7 p.m. CST,2/25/2021,19,30597,32696,30959,362
SWPP,2/25/2021 8 p.m. CST,2/25/2021,20,31000,33177,31602,602
SWPP,2/25/2021 9 p.m. CST,2/25/2021,21,30720,32920,31211,491
SWPP,2/25/2021 10 p.m. CST,2/25/2021,22,30046,32106,30569,522
SWPP,2/25/2021 11 p.m. CST,2/25/2021,23,28993,31099,29150,157
SWPP,2/26/2021 12 a.m. CST,2/26/2021,0,28041,30112,27994,-47
SWPP,2/26/2021 1 a.m. CST,2/26/2021,1,27491,29071,27790,299
SWPP,2/26/2021 2 a.m. CST,2/26/2021,2,27327,28983,27342,15
SWPP,2/26/2021 3 a.m. CST,2/26/2021,3,27276,29123,27388,112
SWPP,2/26/2021 4 a.m. CST,2/26/2021,4,27403,29295,27523,121
SWPP,2/26/2021 5 a.m. CST,2/26/2021,5,27823,29725,28043,220
SWPP,2/26/2021 6 a.m. CST,2/26/2021,6,28974,30747,29571,597
SWPP,2/26/2021 7 a.m. CST,2/26/2021,7,31026,32577,31318,292
SWPP,2/26/2021 8 a.m. CST,2/26/2021,8,32008,33470,31895,-113
SWPP,2/26/2021 9 a.m. CST,2/26/2021,9,31938,33295,31523,-415
SWPP,2/26/2021 10 a.m. CST,2/26/2021,10,31583,33122,31030,-554
SWPP,2/26/2021 11 a.m. CST,2/26/2021,11,31043,32737,30052,-991
SWPP,2/26/2021 12 p.m. CST,2/26/2021,12,30442,32069,29643,-799
SWPP,2/26/2021 1 p.m. CST,2/26/2021,13,29872,31612,29167,-705
SWPP,2/26/2021 2 p.m. CST,2/26/2021,14,29450,31084,29081,-369
SWPP,2/26/2021 3 p.m. CST,2/26/2021,15,28932,30476,29322,390
SWPP,2/26/2021 4 p.m. CST,2/26/2021,16,28556,30029,28798,242
SWPP,2/26/2021 5 p.m. CST,2/26/2021,17,28815,30021,28963,148
SWPP,2/26/2021 6 p.m. CST,2/26/2021,18,28767,30506,28881,114
SWPP,2/26/2021 7 p.m. CST,2/26/2021,19,29255,31153,29585,330
SWPP,2/26/2021 8 p.m. CST,2/26/2021,20,29368,31489,29833,466
SWPP,2/26/2021 9 p.m. CST,2/26/2021,21,29079,31210,29285,206
SWPP,2/26/2021 10 p.m. CST,2/26/2021,22,28602,30575,28986,384
SWPP,2/26/2021 11 p.m. CST,2/26/2021,23,27870,29786,28247,377
SWPP,2/27/2021 12 a.m. CST,2/27/2021,0,27106,28973,27911,805
SWPP,2/27/2021 1 a.m. CST,2/27/2021,1,26575,28806,27479,904
SWPP,2/27/2021 2 a.m. CST,2/27/2021,2,26328,28758,27041,713
SWPP,2/27/2021 3 a.m. CST,2/27/2021,3,26267,28713,26985,717
SWPP,2/27/2021 4 a.m. CST,2/27/2021,4,26311,28812,27106,795
SWPP,2/27/2021 5 a.m. CST,2/27/2021,5,26577,29094,27253,676
SWPP,2/27/2021 6 a.m. CST,2/27/2021,6,27222,29651,27918,696
SWPP,2/27/2021 7 a.m. CST,2/27/2021,7,28257,30480,28964,706
SWPP,2/27/2021 8 a.m. CST,2/27/2021,8,28990,30979,29877,888
SWPP,2/27/2021 9 a.m. CST,2/27/2021,9,29554,31065,30602,1048
SWPP,2/27/2021 10 a.m. CST,2/27/2021,10,29557,30959,30395,838
SWPP,2/27/2021 11 a.m. CST,2/27/2021,11,29155,30397,29972,817
SWPP,2/27/2021 12 p.m. CST,2/27/2021,12,28547,29721,29633,1086
SWPP,2/27/2021 1 p.m. CST,2/27/2021,13,27873,29209,28975,1102
SWPP,2/27/2021 2 p.m. CST,2/27/2021,14,27352,28571,28381,1030
SWPP,2/27/2021 3 p.m. CST,2/27/2021,15,26964,27994,28099,1135
SWPP,2/27/2021 4 p.m. CST,2/27/2021,16,26918,27805,27887,969
SWPP,2/27/2021 5 p.m. CST,2/27/2021,17,27055,27995,27984,929
SWPP,2/27/2021 6 p.m. CST,2/27/2021,18,27391,28728,28065,674
SWPP,2/27/2021 7 p.m. CST,2/27/2021,19,28165,29418,29075,911
SWPP,2/27/2021 8 p.m. CST,2/27/2021,20,28189,29915,29201,1012
SWPP,2/27/2021 9 p.m. CST,2/27/2021,21,27782,29673,28909,1127
SWPP,2/27/2021 10 p.m. CST,2/27/2021,22,27148,29101,28271,1122
SWPP,2/27/2021 11 p.m. CST,2/27/2021,23,26395,28473,27666,1271
SWPP,2/28/2021 12 a.m. CST,2/28/2021,0,25352,27784,26508,1157
SWPP,2/28/2021 1 a.m. CST,2/28/2021,1,24806,26262,25605,799
SWPP,2/28/2021 2 a.m. CST,2/28/2021,2,24425,26085,25634,1209
SWPP,2/28/2021 3 a.m. CST,2/28/2021,3,24198,26064,26130,1932
SWPP,2/28/2021 4 a.m. CST,2/28/2021,4,24098,26187,26291,2193
SWPP,2/28/2021 5 a.m. CST,2/28/2021,5,24308,26478,26487,2179
SWPP,2/28/2021 6 a.m. CST,2/28/2021,6,24779,27002,26259,1480
SWPP,2/28/2021 7 a.m. CST,2/28/2021,7,25452,27939,26753,1301
SWPP,2/28/2021 8 a.m. CST,2/28/2021,8,26206,28585,27018,813
SWPP,2/28/2021 9 a.m. CST,2/28/2021,9,27100,28929,28031,931
SWPP,2/28/2021 10 a.m. CST,2/28/2021,10,27678,29320,28540,862
SWPP,2/28/2021 11 a.m. CST,2/28/2021,11,27807,29248,28253,446
SWPP,2/28/2021 12 p.m. CST,2/28/2021,12,27754,29113,28202,448
SWPP,2/28/2021 1 p.m. CST,2/28/2021,13,27611,28776,28148,537
SWPP,2/28/2021 2 p.m. CST,2/28/2021,14,27315,28404,27926,611
SWPP,2/28/2021 3 p.m. CST,2/28/2021,15,26933,28168,27633,700
SWPP,2/28/2021 4 p.m. CST,2/28/2021,16,26721,28086,27454,733
SWPP,2/28/2021 5 p.m. CST,2/28/2021,17,26913,28312,27639,726
SWPP,2/28/2021 6 p.m. CST,2/28/2021,18,27481,28878,28195,714
SWPP,2/28/2021 7 p.m. CST,2/28/2021,19,28710,29570,29503,792
SWPP,2/28/2021 8 p.m. CST,2/28/2021,20,29357,29859,30142,785
SWPP,2/28/2021 9 p.m. CST,2/28/2021,21,29235,29734,29934,699
SWPP,2/28/2021 10 p.m. CST,2/28/2021,22,28652,29189,29162,510
SWPP,2/28/2021 11 p.m. CST,2/28/2021,23,27805,28291,28277,472
SWPP,3/1/2021 12 a.m. CST,3/1/2021,0,26958,27373,27648,690
