CAGDP1 County and MSA gross domestic product (GDP) summary,,,,,,,,,,
CAGDP1 County and MSA gross domestic product (GDP) summary,,,,,,,,,,
County,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2017,2018,2019,2020,2021,2022,2023
48005,"Angelina, TX",2,Chain-type quantity indexes for real GDP,100,104.586,105.199,102.7,102.307,106.1,111.415
48005,"Angelina, TX",3,Current-dollar GDP (thousands of current dollars),3152626,3372729,3418535,3362198,3634804,4118661,4321349
48007,"Aransas, TX",1,Real GDP (thousands of chained 2017 dollars),644093,645836,684004,686447,718406,764173,786741
48007,"Aransas, TX",2,Chain-type quantity indexes for real GDP,100,100.271,106.196,106.576,111.538,118.643,122.147
48007,"Aransas, TX",3,Current-dollar GDP (thousands of current dollars),644093,663359,716907,733642,805825,922077,988490
48009,"Archer, TX",1,Real GDP (thousands of chained 2017 dollars),269446,278384,278822,285286,283128,311519,340087
48009,"Archer, TX",2,Chain-type quantity indexes for real GDP,100,103.317,103.48,105.879,105.078,115.615,126.217
48009,"Archer, TX",3,Current-dollar GDP (thousands of current dollars),269446,290025,284171,277861,319526,412211,418765
48011,"Armstrong, TX",1,Real GDP (thousands of chained 2017 dollars),35995,50943,49996,54162,45538,62357,64460
48011,"Armstrong, TX",2,Chain-type quantity indexes for real GDP,100,141.53,138.899,150.474,126.514,173.241,179.083
48011,"Armstrong, TX",3,Current-dollar GDP (thousands of current dollars),35995,51630,51547,56569,51943,79284,81718
48013,"Atascosa, TX",1,Real GDP (thousands of chained 2017 dollars),2631154,2821168,3190576,2638058,2643168,2684525,3586352
48013,"Atascosa, TX",2,Chain-type quantity indexes for real GDP,100,107.222,121.261,100.262,100.457,102.028,136.303
48013,"Atascosa, TX",3,Current-dollar GDP (thousands of current dollars),2631154,3091172,3159734,2237840,2991051,3990860,4259595
48015,"Austin, TX",1,Real GDP (thousands of chained 2017 dollars),1262188,1333379,1413327,1425701,1560581,1648564,1701111
48015,"Austin, TX",2,Chain-type quantity indexes for real GDP,100,105.64,111.974,112.955,123.641,130.612,134.775
48015,"Austin, TX",3,Current-dollar GDP (thousands of current dollars),1262188,1367774,1476216,1512115,1758646,2055817,2190202
48017,"Bailey, TX",1,Real GDP (thousands of chained 2017 dollars),386810,386518,386984,401678,392649,382923,442887
48017,"Bailey, TX",2,Chain-type quantity indexes for real GDP,100,99.924,100.045,103.844,101.509,98.995,114.497
48017,"Bailey, TX",3,Current-dollar GDP (thousands of current dollars),386810,383338,387792,402220,473592,547857,604627
48019,"Bandera, TX",1,Real GDP (thousands of chained 2017 dollars),356297,364837,402143,376299,387666,406876,402255
48019,"Bandera, TX",2,Chain-type quantity indexes for real GDP,100,102.397,112.867,105.614,108.804,114.196,112.899
48019,"Bandera, TX",3,Current-dollar GDP (thousands of current dollars),356297,373913,424251,407401,434886,486884,507570
48021,"Bastrop, TX",1,Real GDP (thousands of chained 2017 dollars),2177066,2324465,2452482,2552591,2665397,2940012,3126982
48021,"Bastrop, TX",2,Chain-type quantity indexes for real GDP,100,106.771,112.651,117.249,122.431,135.045,143.633
48021,"Bastrop, TX",3,Current-dollar GDP (thousands of current dollars),2177066,2376390,2566219,2732571,3008065,3573457,3954932
48023,"Baylor, TX",1,Real GDP (thousands of chained 2017 dollars),148215,153378,158933,170931,169119,181662,173861
48023,"Baylor, TX",2,Chain-type quantity indexes for real GDP,100,103.484,107.232,115.327,114.104,122.567,117.304
48023,"Baylor, TX",3,Current-dollar GDP (thousands of current dollars),148215,156791,164712,177944,196130,235763,220507
48025,"Bee, TX",1,Real GDP (thousands of chained 2017 dollars),734739,725739,750976,718572,679404,746930,839512
48025,"Bee, TX",2,Chain-type quantity indexes for real GDP,100,98.775,102.21,97.8,92.469,101.659,114.26
48025,"Bee, TX",3,Current-dollar GDP (thousands of current dollars),734739,754302,781378,755673,765985,924568,1036708
48027,"Bell, TX",1,Real GDP (thousands of chained 2017 dollars),16198711,16317100,16779854,17097220,17916094,18346663,19016076
48027,"Bell, TX",2,Chain-type quantity indexes for real GDP,100,100.731,103.588,105.547,110.602,113.26,117.393
48027,"Bell, TX",3,Current-dollar GDP (thousands of current dollars),16198711,16740324,17580227,18263419,20049412,22005113,23752295
48029,"Bexar, TX",1,Real GDP (thousands of chained 2017 dollars),100193129,104847549,106900347,105300306,110082217,117481730,121391325
48029,"Bexar, TX",2,Chain-type quantity indexes for real GDP,100,104.645,106.694,105.097,109.87,117.255,121.157
48029,"Bexar, TX",3,Current-dollar GDP (thousands of current dollars),100193129,107052245,111111029,111792718,120590705,135962260,147187931
48031,"Blanco, TX",1,Real GDP (thousands of chained 2017 dollars),363976,380451,424073,430722,467435,509205,543690
48031,"Blanco, TX",2,Chain-type quantity indexes for real GDP,100,104.526,116.511,118.338,128.424,139.9,149.375
48031,"Blanco, TX",3,Current-dollar GDP (thousands of current dollars),363976,391551,444475,459369,519669,615600,691020
48033,"Borden, TX",1,Real GDP (thousands of chained 2017 dollars),238571,287171,446349,430561,413557,469632,842749
48033,"Borden, TX",2,Chain-type quantity indexes for real GDP,100,120.371,187.092,180.475,173.347,196.852,353.248
48033,"Borden, TX",3,Current-dollar GDP (thousands of current dollars),238571,335292,415894,275671,479335,796090,925400
48035,"Bosque, TX",1,Real GDP (thousands of chained 2017 dollars),550028,547274,569096,566318,575284,620798,663413
48035,"Bosque, TX",2,Chain-type quantity indexes for real GDP,100,99.499,103.467,102.962,104.592,112.867,120.614
48035,"Bosque, TX",3,Current-dollar GDP (thousands of current dollars),550028,561779,599688,608454,665432,775052,846221
48037,"Bowie, TX",1,Real GDP (thousands of chained 2017 dollars),3641646,3621923,3592127,3568782,3683423,3712887,3865689
48037,"Bowie, TX",2,Chain-type quantity indexes for real GDP,100,99.458,98.64,97.999,101.147,101.956,106.152
48037,"Bowie, TX",3,Current-dollar GDP (thousands of current dollars),3641646,3713787,3768807,3845831,4175980,4496205,4860856
48039,"Brazoria, TX",1,Real GDP (thousands of chained 2017 dollars),15594770,16452659,15879803,15663870,16083146,16465578,17329766
48039,"Brazoria, TX",2,Chain-type quantity indexes for real GDP,100,105.501,101.828,100.443,103.132,105.584,111.126
48039,"Brazoria, TX",3,Current-dollar GDP (thousands of current dollars),15594770,17142207,16553562,16195301,18284708,21335828,22499920
48041,"Brazos, TX",1,Real GDP (thousands of chained 2017 dollars),9584824,10033570,10306938,10272300,10999083,11676835,12259102
48041,"Brazos, TX",2,Chain-type quantity indexes for real GDP,100,104.682,107.534,107.173,114.755,121.826,127.901
48041,"Brazos, TX",3,Current-dollar GDP (thousands of current dollars),9584824,10287257,10707012,10852404,12234261,13877565,14982724
48043,"Brewster, TX",1,Real GDP (thousands of chained 2017 dollars),344700,369562,383024,369180,402120,424400,449881
48043,"Brewster, TX",2,Chain-type quantity indexes for real GDP,100,107.213,111.118,107.102,116.658,123.122,130.514
48043,"Brewster, TX",3,Current-dollar GDP (thousands of current dollars),344700,379177,402729,394507,447331,506042,560852
48045,"Briscoe, TX",1,Real GDP (thousands of chained 2017 dollars),85006,91763,91684,78401,102576,122745,110849
48045,"Briscoe, TX",2,Chain-type quantity indexes for real GDP,100,107.95,107.857,92.23,120.669,144.396,130.402
48045,"Briscoe, TX",3,Current-dollar GDP (thousands of current dollars),85006,93813,95451,81560,122543,170172,147505
48047,"Brooks, TX",1,Real GDP (thousands of chained 2017 dollars),288157,281369,287126,271302,279680,265518,285617
48047,"Brooks, TX",2,Chain-type quantity indexes for real GDP,100,97.644,99.642,94.151,97.058,92.144,99.119
48047,"Brooks, TX",3,Current-dollar GDP (thousands of current dollars),288157,300085,294440,265065,308642,340005,343512
48049,"Brown, TX",1,Real GDP (thousands of chained 2017 dollars),1424388,1425661,1449766,1397375,1416688,1436441,1488077
48049,"Brown, TX",2,Chain-type quantity indexes for real GDP,100,100.089,101.782,98.104,99.459,100.846,104.471
48049,"Brown, TX",3,Current-dollar GDP (thousands of current dollars),1424388,1457648,1515055,1495676,1586876,1748284,1935219
48051,"Burleson, TX",1,Real GDP (thousands of chained 2017 dollars),872415,1079338,1227658,1175449,999471,829962,1053186
48051,"Burleson, TX",2,Chain-type quantity indexes for real GDP,100,123.718,140.719,134.735,114.564,95.134,120.721
48051,"Burleson, TX",3,Current-dollar GDP (thousands of current dollars),872415,1227687,1177428,861144,1195502,1392117,1305947
48053,"Burnet, TX",1,Real GDP (thousands of chained 2017 dollars),1553431,1617363,1694510,1752898,1856268,2003357,2111799
48053,"Burnet, TX",2,Chain-type quantity indexes for real GDP,100,104.116,109.082,112.84,119.495,128.963,135.944
48053,"Burnet, TX",3,Current-dollar GDP (thousands of current dollars),1553431,1654975,1777450,1884464,2089286,2435769,2707320
48055,"Caldwell, TX",1,Real GDP (thousands of chained 2017 dollars),836188,900946,925002,974082,1015158,1040496,1091434
48055,"Caldwell, TX",2,Chain-type quantity indexes for real GDP,100,107.744,110.621,116.491,121.403,124.433,130.525
48055,"Caldwell, TX",3,Current-dollar GDP (thousands of current dollars),836188,930821,967551,1024614,1131285,1278950,1371851
48057,"Calhoun, TX",1,Real GDP (thousands of chained 2017 dollars),2693726,3592371,3327376,3178226,3281531,3363585,3556934
48057,"Calhoun, TX",2,Chain-type quantity indexes for real GDP,100,133.361,123.523,117.986,121.821,124.867,132.045
48057,"Calhoun, TX",3,Current-dollar GDP (thousands of current dollars),2693726,3720442,3436523,3247066,3702881,4242502,4453792
48059,"Callahan, TX",1,Real GDP (thousands of chained 2017 dollars),261257,294040,304597,291761,297439,364735,409835
48059,"Callahan, TX",2,Chain-type quantity indexes for real GDP,100,112.548,116.589,111.676,113.849,139.607,156.87
48059,"Callahan, TX",3,Current-dollar GDP (thousands of current dollars),261257,301875,319230,314584,342606,460047,526500
48061,"Cameron, TX",1,Real GDP (thousands of chained 2017 dollars),10734203,10950425,11292095,10945000,11705625,12312985,12543033
48061,"Cameron, TX",2,Chain-type quantity indexes for real GDP,100,102.014,105.197,101.964,109.05,114.708,116.851
48061,"Cameron, TX",3,Current-dollar GDP (thousands of current dollars),10734203,11184169,11810934,11793000,13094826,14603267,15602248
48063,"Camp, TX",1,Real GDP (thousands of chained 2017 dollars),361067,370257,348560,354729,367818,411275,409323
48063,"Camp, TX",2,Chain-type quantity indexes for real GDP,100,102.545,96.536,98.245,101.87,113.906,113.365
48063,"Camp, TX",3,Current-dollar GDP (thousands of current dollars),361067,379806,366539,380029,419601,517515,523639
48065,"Carson, TX",1,Real GDP (thousands of chained 2017 dollars),919073,948354,970868,905004,957897,955735,1001397
48065,"Carson, TX",2,Chain-type quantity indexes for real GDP,100,103.186,105.636,98.469,104.224,103.989,108.957
48065,"Carson, TX",3,Current-dollar GDP (thousands of current dollars),919073,967796,1023982,962981,1068411,1281458,1429919
48067,"Cass, TX",1,Real GDP (thousands of chained 2017 dollars),774200,826215,867105,929870,980460,1012142,1115529
48067,"Cass, TX",2,Chain-type quantity indexes for real GDP,100,106.718,112,120.107,126.642,130.734,144.088
48067,"Cass, TX",3,Current-dollar GDP (thousands of current dollars),774200,846281,894695,960325,1075865,1234584,1367371
48069,"Castro, TX",1,Real GDP (thousands of chained 2017 dollars),721563,652978,658091,672495,664616,617363,813526
48069,"Castro, TX",2,Chain-type quantity indexes for real GDP,100,90.495,91.204,93.2,92.108,85.559,112.745
48069,"Castro, TX",3,Current-dollar GDP (thousands of current dollars),721563,638154,643065,649904,820282,944719,1148785
48071,"Chambers, TX",1,Real GDP (thousands of chained 2017 dollars),2712292,2969359,2628866,2594682,2506465,2624630,2999510
48071,"Chambers, TX",2,Chain-type quantity indexes for real GDP,100,109.478,96.924,95.664,92.411,96.768,110.59
48071,"Chambers, TX",3,Current-dollar GDP (thousands of current dollars),2712292,3084833,2733285,2678645,2848029,3323806,3839496
48073,"Cherokee, TX",1,Real GDP (thousands of chained 2017 dollars),1304451,1276476,1327127,1363759,1360358,1374057,1527050
48073,"Cherokee, TX",2,Chain-type quantity indexes for real GDP,100,97.855,101.738,104.547,104.286,105.336,117.065
48073,"Cherokee, TX",3,Current-dollar GDP (thousands of current dollars),1304451,1325797,1382934,1435592,1552130,1737105,1941830
48075,"Childress, TX",1,Real GDP (thousands of chained 2017 dollars),204441,207230,212039,234483,247599,311199,289231
48075,"Childress, TX",2,Chain-type quantity indexes for real GDP,100,101.364,103.716,114.695,121.11,152.22,141.474
48075,"Childress, TX",3,Current-dollar GDP (thousands of current dollars),204441,211980,221060,251697,279475,374016,351480
48077,"Clay, TX",1,Real GDP (thousands of chained 2017 dollars),207416,210130,215232,216609,216280,222995,261493
48077,"Clay, TX",2,Chain-type quantity indexes for real GDP,100,101.308,103.768,104.432,104.274,107.511,126.072
48077,"Clay, TX",3,Current-dollar GDP (thousands of current dollars),207416,220470,224480,223166,249542,289179,329513
48079,"Cochran, TX",1,Real GDP (thousands of chained 2017 dollars),197654,169635,207651,217610,234577,230258,233166
48079,"Cochran, TX",2,Chain-type quantity indexes for real GDP,100,85.824,105.058,110.097,118.681,116.496,117.967
48079,"Cochran, TX",3,Current-dollar GDP (thousands of current dollars),197654,197792,198743,158817,281594,391115,283494
48081,"Coke, TX",1,Real GDP (thousands of chained 2017 dollars),90796,96546,93543,97403,176272,196054,217130
48081,"Coke, TX",2,Chain-type quantity indexes for real GDP,100,106.333,103.026,107.276,194.14,215.927,239.14
48081,"Coke, TX",3,Current-dollar GDP (thousands of current dollars),90796,103996,95813,95062,198324,248380,260260
48083,"Coleman, TX",1,Real GDP (thousands of chained 2017 dollars),196283,199344,207669,204683,209851,219286,233132
48083,"Coleman, TX",2,Chain-type quantity indexes for real GDP,100,101.56,105.801,104.28,106.912,111.719,118.774
48083,"Coleman, TX",3,Current-dollar GDP (thousands of current dollars),196283,206677,217126,216688,235805,268766,290520
48085,"Collin, TX",1,Real GDP (thousands of chained 2017 dollars),62269549,66086903,68740613,70840561,77222912,84274998,87862787
48085,"Collin, TX",2,Chain-type quantity indexes for real GDP,100,106.13,110.392,113.764,124.014,135.339,141.101
48085,"Collin, TX",3,Current-dollar GDP (thousands of current dollars),62269549,67004002,70727393,73859122,82767061,95327598,103364238
48087,"Collingsworth, TX",1,Real GDP (thousands of chained 2017 dollars),75655,78012,75784,76702,81383,82073,86573
48087,"Collingsworth, TX",2,Chain-type quantity indexes for real GDP,100,103.116,100.17,101.384,107.572,108.483,114.431
48087,"Collingsworth, TX",3,Current-dollar GDP (thousands of current dollars),75655,80197,79037,81255,92556,103253,108681
48089,"Colorado, TX",1,Real GDP (thousands of chained 2017 dollars),847415,800236,845151,816333,888217,897091,941964
48089,"Colorado, TX",2,Chain-type quantity indexes for real GDP,100,94.433,99.733,96.332,104.815,105.862,111.157
48089,"Colorado, TX",3,Current-dollar GDP (thousands of current dollars),847415,829229,880773,854878,997432,1125892,1210492
48091,"Comal, TX",1,Real GDP (thousands of chained 2017 dollars),5942804,6213683,6618563,7052844,7722884,8196078,8808711
48091,"Comal, TX",2,Chain-type quantity indexes for real GDP,100,104.558,111.371,118.679,129.954,137.916,148.225
48091,"Comal, TX",3,Current-dollar GDP (thousands of current dollars),5942804,6357533,6934395,7570658,8655980,9954157,11277635
48093,"Comanche, TX",1,Real GDP (thousands of chained 2017 dollars),366015,361217,421214,443653,415523,467249,480878
48093,"Comanche, TX",2,Chain-type quantity indexes for real GDP,100,98.689,115.081,121.212,113.526,127.658,131.382
48093,"Comanche, TX",3,Current-dollar GDP (thousands of current dollars),366015,369844,439790,470674,485159,603968,622555
48095,"Concho, TX",1,Real GDP (thousands of chained 2017 dollars),77629,80841,106692,121708,127510,211747,237043
48095,"Concho, TX",2,Chain-type quantity indexes for real GDP,100,104.138,137.439,156.782,164.255,272.768,305.353
48095,"Concho, TX",3,Current-dollar GDP (thousands of current dollars),77629,85439,110483,123186,147208,278289,297664
48097,"Cooke, TX",1,Real GDP (thousands of chained 2017 dollars),3118071,2786522,2409435,2070950,2192915,2374370,2573852
48097,"Cooke, TX",2,Chain-type quantity indexes for real GDP,100,89.367,77.273,66.418,70.329,76.149,82.546
48097,"Cooke, TX",3,Current-dollar GDP (thousands of current dollars),3118071,2792490,2428578,2079470,2248267,2651498,2997377
48099,"Coryell, TX",1,Real GDP (thousands of chained 2017 dollars),1710538,1705525,1662838,1632599,1680429,1741892,1790456
48099,"Coryell, TX",2,Chain-type quantity indexes for real GDP,100,99.707,97.211,95.444,98.24,101.833,104.672
48099,"Coryell, TX",3,Current-dollar GDP (thousands of current dollars),1710538,1742001,1737414,1762231,1873947,2043621,2199870
48101,"Cottle, TX",1,Real GDP (thousands of chained 2017 dollars),73332,69993,52198,57673,71551,97240,109044
48101,"Cottle, TX",2,Chain-type quantity indexes for real GDP,100,95.448,71.181,78.646,97.572,132.603,148.699
48101,"Cottle, TX",3,Current-dollar GDP (thousands of current dollars),73332,73195,52043,54425,83364,138194,142998
48103,"Crane, TX",1,Real GDP (thousands of chained 2017 dollars),550870,493294,564973,551220,565987,610089,953582
48103,"Crane, TX",2,Chain-type quantity indexes for real GDP,100,89.548,102.56,100.064,102.744,110.75,173.105
48103,"Crane, TX",3,Current-dollar GDP (thousands of current dollars),550870,588054,534723,361449,724149,1228860,1157003
48105,"Crockett, TX",1,Real GDP (thousands of chained 2017 dollars),768622,623527,607438,632431,583906,537812,665993
48105,"Crockett, TX",2,Chain-type quantity indexes for real GDP,100,81.123,79.03,82.281,75.968,69.971,86.648
48105,"Crockett, TX",3,Current-dollar GDP (thousands of current dollars),768622,755715,570061,401597,720743,1013122,831824
48107,"Crosby, TX",1,Real GDP (thousands of chained 2017 dollars),216659,209499,232960,216672,238946,242553,253146
48107,"Crosby, TX",2,Chain-type quantity indexes for real GDP,100,96.695,107.523,100.006,110.287,111.951,116.841
48107,"Crosby, TX",3,Current-dollar GDP (thousands of current dollars),216659,224726,240480,213178,284535,345555,327600
48109,"Culberson, TX",1,Real GDP (thousands of chained 2017 dollars),1395223,1713566,2246340,2458445,2464642,2146689,2996840
48109,"Culberson, TX",2,Chain-type quantity indexes for real GDP,100,122.817,161.002,176.204,176.649,153.86,214.793
48109,"Culberson, TX",3,Current-dollar GDP (thousands of current dollars),1395223,2101737,2043885,1308158,3273780,4849884,3706690
48111,"Dallam, TX",1,Real GDP (thousands of chained 2017 dollars),787721,680449,698604,691461,670969,624030,809485
48111,"Dallam, TX",2,Chain-type quantity indexes for real GDP,100,86.382,88.687,87.78,85.179,79.22,102.763
48111,"Dallam, TX",3,Current-dollar GDP (thousands of current dollars),787721,676762,704447,700400,796418,870722,1102548
48113,"Dallas, TX",1,Real GDP (thousands of chained 2017 dollars),248044414,258127596,269487935,263512844,283619145,297641177,304515038
48113,"Dallas, TX",2,Chain-type quantity indexes for real GDP,100,104.065,108.645,106.236,114.342,119.995,122.766
48113,"Dallas, TX",3,Current-dollar GDP (thousands of current dollars),248044414,263230069,279331053,276817411,307972603,343622062,366068989
48115,"Dawson, TX",1,Real GDP (thousands of chained 2017 dollars),618706,682543,640835,661308,635481,763757,983397
48115,"Dawson, TX",2,Chain-type quantity indexes for real GDP,100,110.318,103.577,106.886,102.711,123.444,158.944
48115,"Dawson, TX",3,Current-dollar GDP (thousands of current dollars),618706,726293,640682,602326,754823,1177616,1190823
48117,"Deaf Smith, TX",1,Real GDP (thousands of chained 2017 dollars),1598475,1525222,1437031,1402149,1395159,1352903,1700261
48117,"Deaf Smith, TX",2,Chain-type quantity indexes for real GDP,100,95.417,89.9,87.718,87.281,84.637,106.368
48117,"Deaf Smith, TX",3,Current-dollar GDP (thousands of current dollars),1598475,1500106,1423943,1392147,1670041,1909884,2311607
48119,"Delta, TX",1,Real GDP (thousands of chained 2017 dollars),103045,93317,104126,102228,103354,97403,112243
48119,"Delta, TX",2,Chain-type quantity indexes for real GDP,100,90.56,101.049,99.207,100.3,94.525,108.926
48119,"Delta, TX",3,Current-dollar GDP (thousands of current dollars),103045,94189,107147,107222,119128,123811,144165
48121,"Denton, TX",1,Real GDP (thousands of chained 2017 dollars),32503089,33816542,36317647,39874794,43526928,46954267,48275771
48121,"Denton, TX",2,Chain-type quantity indexes for real GDP,100,104.041,111.736,122.68,133.916,144.461,148.527
48121,"Denton, TX",3,Current-dollar GDP (thousands of current dollars),32503089,34525514,37825473,42157989,47905688,55766786,59917261
48123,"DeWitt, TX",1,Real GDP (thousands of chained 2017 dollars),4197836,3894098,3996293,3497495,3249045,2614929,3451192
48123,"DeWitt, TX",2,Chain-type quantity indexes for real GDP,100,92.764,95.199,83.317,77.398,62.292,82.214
48123,"DeWitt, TX",3,Current-dollar GDP (thousands of current dollars),4197836,4653204,3745970,2206354,4071420,5115968,4238539
48125,"Dickens, TX",1,Real GDP (thousands of chained 2017 dollars),97336,96084,92255,89796,86504,94365,104177
48125,"Dickens, TX",2,Chain-type quantity indexes for real GDP,100,98.714,94.78,92.254,88.872,96.948,107.029
48125,"Dickens, TX",3,Current-dollar GDP (thousands of current dollars),97336,102471,93431,84995,97654,125312,122866
48127,"Dimmit, TX",1,Real GDP (thousands of chained 2017 dollars),3522575,3435674,3622985,2851498,2338789,2068829,3291229
48127,"Dimmit, TX",2,Chain-type quantity indexes for real GDP,100,97.533,102.85,80.949,66.394,58.731,93.432
48127,"Dimmit, TX",3,Current-dollar GDP (thousands of current dollars),3522575,4130446,3367270,1700414,2910670,4124767,3929245
48129,"Donley, TX",1,Real GDP (thousands of chained 2017 dollars),126180,131314,119559,122992,126730,122296,143417
48129,"Donley, TX",2,Chain-type quantity indexes for real GDP,100,104.069,94.753,97.474,100.436,96.922,113.661
48129,"Donley, TX",3,Current-dollar GDP (thousands of current dollars),126180,133420,123774,128979,149024,160345,185265
48131,"Duval, TX",1,Real GDP (thousands of chained 2017 dollars),326665,345335,334451,311148,317152,307129,326178
48131,"Duval, TX",2,Chain-type quantity indexes for real GDP,100,105.715,102.384,95.25,97.088,94.02,99.851
48131,"Duval, TX",3,Current-dollar GDP (thousands of current dollars),326665,363565,341725,301345,344056,388619,389743
48133,"Eastland, TX",1,Real GDP (thousands of chained 2017 dollars),687809,797118,763947,701997,718178,744207,766362
48133,"Eastland, TX",2,Chain-type quantity indexes for real GDP,100,115.892,111.07,102.063,104.415,108.2,111.421
48133,"Eastland, TX",3,Current-dollar GDP (thousands of current dollars),687809,814337,788537,710245,793289,885475,906641
48135,"Ector, TX",1,Real GDP (thousands of chained 2017 dollars),10478298,12490648,12974711,10939236,10833941,11688075,13041630
48135,"Ector, TX",2,Chain-type quantity indexes for real GDP,100,119.205,123.825,104.399,103.394,111.546,124.463
48135,"Ector, TX",3,Current-dollar GDP (thousands of current dollars),10478298,12819855,13276799,10755525,11584049,14374961,15658079
48137,"Edwards, TX",1,Real GDP (thousands of chained 2017 dollars),68723,65857,66215,76918,76050,69521,81642
48137,"Edwards, TX",2,Chain-type quantity indexes for real GDP,100,95.829,96.35,111.925,110.661,101.161,118.798
48137,"Edwards, TX",3,Current-dollar GDP (thousands of current dollars),68723,69573,68245,78605,84421,87984,96693
48139,"Ellis, TX",1,Real GDP (thousands of chained 2017 dollars),5887929,6361104,6521681,6339301,6795974,7356220,7787990
48139,"Ellis, TX",2,Chain-type quantity indexes for real GDP,100,108.036,110.764,107.666,115.422,124.937,132.27
48139,"Ellis, TX",3,Current-dollar GDP (thousands of current dollars),5887929,6568529,6828503,6701374,7634686,9143503,10050413
48141,"El Paso, TX",1,Real GDP (thousands of chained 2017 dollars),30271960,31195934,32894612,32726132,35104392,35773006,37936526
48141,"El Paso, TX",2,Chain-type quantity indexes for real GDP,100,103.052,108.664,108.107,115.963,118.172,125.319
48141,"El Paso, TX",3,Current-dollar GDP (thousands of current dollars),30271960,32116390,34334686,34485408,39454613,44854685,48395254
48143,"Erath, TX",1,Real GDP (thousands of chained 2017 dollars),1424460,1508340,1606237,1577649,1554284,1708778,1807296
48143,"Erath, TX",2,Chain-type quantity indexes for real GDP,100,105.889,112.761,110.754,109.114,119.96,126.876
48143,"Erath, TX",3,Current-dollar GDP (thousands of current dollars),1424460,1538051,1676313,1687100,1773708,2130046,2330834
48145,"Falls, TX",1,Real GDP (thousands of chained 2017 dollars),354966,368309,381902,393659,384146,400837,482157
48145,"Falls, TX",2,Chain-type quantity indexes for real GDP,100,103.759,107.588,110.9,108.221,112.923,135.832
48145,"Falls, TX",3,Current-dollar GDP (thousands of current dollars),354966,377618,401833,426831,443675,498697,618431
48147,"Fannin, TX",1,Real GDP (thousands of chained 2017 dollars),796048,884652,959600,934824,970652,1017006,1058428
48147,"Fannin, TX",2,Chain-type quantity indexes for real GDP,100,111.13,120.545,117.433,121.934,127.757,132.96
48147,"Fannin, TX",3,Current-dollar GDP (thousands of current dollars),796048,910246,1014037,1017164,1124545,1270513,1379524
48149,"Fayette, TX",1,Real GDP (thousands of chained 2017 dollars),1586863,1545514,1605118,1567604,1666054,1602034,1671127
48149,"Fayette, TX",2,Chain-type quantity indexes for real GDP,100,97.394,101.15,98.786,104.99,100.956,105.31
48149,"Fayette, TX",3,Current-dollar GDP (thousands of current dollars),1586863,1606081,1661584,1568491,1948565,2199137,2098480
48151,"Fisher, TX",1,Real GDP (thousands of chained 2017 dollars),158994,213339,200593,209171,270215,356550,419352
48151,"Fisher, TX",2,Chain-type quantity indexes for real GDP,100,134.18,126.163,131.559,169.953,224.253,263.753
48151,"Fisher, TX",3,Current-dollar GDP (thousands of current dollars),158994,226979,199763,183502,332434,601655,499479
48153,"Floyd, TX",1,Real GDP (thousands of chained 2017 dollars),315667,298834,350623,280387,347407,351886,314213
48153,"Floyd, TX",2,Chain-type quantity indexes for real GDP,100,94.667,111.074,88.824,110.055,111.474,99.539
48153,"Floyd, TX",3,Current-dollar GDP (thousands of current dollars),315667,304103,363623,291149,417461,493463,426279
48155,"Foard, TX",1,Real GDP (thousands of chained 2017 dollars),28388,40900,51821,92321,95500,108661,108911
48155,"Foard, TX",2,Chain-type quantity indexes for real GDP,100,144.077,182.547,325.216,336.414,382.776,383.656
48155,"Foard, TX",3,Current-dollar GDP (thousands of current dollars),28388,42386,53200,93354,111213,144490,136910
48157,"Fort Bend, TX",1,Real GDP (thousands of chained 2017 dollars),27576129,29522284,31347685,30930747,32474693,34407483,36644969
48157,"Fort Bend, TX",2,Chain-type quantity indexes for real GDP,100,107.057,113.677,112.165,117.764,124.773,132.887
48157,"Fort Bend, TX",3,Current-dollar GDP (thousands of current dollars),27576129,30225470,32666692,32405483,35957332,41368894,45936809
48159,"Franklin, TX",1,Real GDP (thousands of chained 2017 dollars),376427,396378,384280,374505,403356,456085,479858
48159,"Franklin, TX",2,Chain-type quantity indexes for real GDP,100,105.3,102.086,99.49,107.154,121.162,127.477
48159,"Franklin, TX",3,Current-dollar GDP (thousands of current dollars),376427,404835,389576,377137,454891,594235,610194
48161,"Freestone, TX",1,Real GDP (thousands of chained 2017 dollars),1362994,980862,1010663,933897,887193,908746,1012281
48161,"Freestone, TX",2,Chain-type quantity indexes for real GDP,100,71.964,74.15,68.518,65.091,66.673,74.269
48161,"Freestone, TX",3,Current-dollar GDP (thousands of current dollars),1362994,1052782,1035751,877646,1052527,1318116,1319999
48163,"Frio, TX",1,Real GDP (thousands of chained 2017 dollars),1104552,1205168,1187823,1027591,1063161,1032340,1263621
48163,"Frio, TX",2,Chain-type quantity indexes for real GDP,100,109.109,107.539,93.032,96.253,93.462,114.401
48163,"Frio, TX",3,Current-dollar GDP (thousands of current dollars),1104552,1291137,1184378,902929,1202238,1507373,1504911
48165,"Gaines, TX",1,Real GDP (thousands of chained 2017 dollars),1901840,1755033,1958758,1851636,1661889,1544314,1998582
48165,"Gaines, TX",2,Chain-type quantity indexes for real GDP,100,92.281,102.993,97.36,87.383,81.201,105.087
48165,"Gaines, TX",3,Current-dollar GDP (thousands of current dollars),1901840,2019159,1894402,1382994,2039436,2731151,2554686
