CAGDP1 County and MSA gross domestic product (GDP) summary,,,,,,,,,,
CAGDP1 County and MSA gross domestic product (GDP) summary,,,,,,,,,,
County,,,,,,,,,,
GeoFips,GeoName,LineCode,Description,2017,2018,2019,2020,2021,2022,2023
48167,"Galveston, TX",1,Real GDP (thousands of chained 2017 dollars),15188107,15365270,15802738,15145787,16707952,17287088,18778210
48167,"Galveston, TX",2,Chain-type quantity indexes for real GDP,100,101.166,104.047,99.721,110.007,113.82,123.638
48167,"Galveston, TX",3,Current-dollar GDP (thousands of current dollars),15188107,16560525,16705510,15563073,19486034,24672601,25832933
48169,"Garza, TX",1,Real GDP (thousands of chained 2017 dollars),240811,234310,251575,217082,220686,199534,244219
48169,"Garza, TX",2,Chain-type quantity indexes for real GDP,100,97.3,104.47,90.146,91.643,82.859,101.415
48169,"Garza, TX",3,Current-dollar GDP (thousands of current dollars),240811,259830,248702,179053,250683,301772,291119
48171,"Gillespie, TX",1,Real GDP (thousands of chained 2017 dollars),993482,1033712,1123128,1132131,1264927,1352180,1357895
48171,"Gillespie, TX",2,Chain-type quantity indexes for real GDP,100,104.049,113.05,113.956,127.323,136.105,136.68
48171,"Gillespie, TX",3,Current-dollar GDP (thousands of current dollars),993482,1056334,1179094,1224373,1417735,1612974,1723281
48173,"Glasscock, TX",1,Real GDP (thousands of chained 2017 dollars),1715900,2186202,2624310,2553161,2179425,2009356,3697934
48173,"Glasscock, TX",2,Chain-type quantity indexes for real GDP,100,127.408,152.941,148.794,127.014,117.102,215.51
48173,"Glasscock, TX",3,Current-dollar GDP (thousands of current dollars),1715900,2697604,2388579,1341705,2923000,4633244,4569298
48175,"Goliad, TX",1,Real GDP (thousands of chained 2017 dollars),320313,311437,305550,261234,305026,278742,300533
48175,"Goliad, TX",2,Chain-type quantity indexes for real GDP,100,97.229,95.391,81.556,95.227,87.022,93.825
48175,"Goliad, TX",3,Current-dollar GDP (thousands of current dollars),320313,326270,319403,267305,355928,367338,385232
48177,"Gonzales, TX",1,Real GDP (thousands of chained 2017 dollars),2448894,2459568,2807960,2526528,2528064,2275953,2938995
48177,"Gonzales, TX",2,Chain-type quantity indexes for real GDP,100,100.436,114.662,103.17,103.233,92.938,120.013
48177,"Gonzales, TX",3,Current-dollar GDP (thousands of current dollars),2448894,2817066,2643019,1738699,3126799,4195890,3656977
48179,"Gray, TX",1,Real GDP (thousands of chained 2017 dollars),991169,1047021,1019422,971089,949373,980194,1088436
48179,"Gray, TX",2,Chain-type quantity indexes for real GDP,100,105.635,102.85,97.974,95.783,98.893,109.813
48179,"Gray, TX",3,Current-dollar GDP (thousands of current dollars),991169,1077649,1043982,972056,1068285,1267526,1377873
48181,"Grayson, TX",1,Real GDP (thousands of chained 2017 dollars),4703414,4970642,5018905,4916806,5307070,5517752,5883798
48181,"Grayson, TX",2,Chain-type quantity indexes for real GDP,100,105.682,106.708,104.537,112.834,117.314,125.096
48181,"Grayson, TX",3,Current-dollar GDP (thousands of current dollars),4703414,5079264,5222917,5225328,5889103,6553883,7289716
48183,"Gregg, TX",1,Real GDP (thousands of chained 2017 dollars),7304760,7740949,7870788,7271998,7595653,7967397,8348898
48183,"Gregg, TX",2,Chain-type quantity indexes for real GDP,100,105.971,107.749,99.552,103.982,109.071,114.294
48183,"Gregg, TX",3,Current-dollar GDP (thousands of current dollars),7304760,7889991,8151566,7539385,8247822,9482492,10229320
48185,"Grimes, TX",1,Real GDP (thousands of chained 2017 dollars),1028934,1059692,1059954,994813,982211,1090959,1158490
48185,"Grimes, TX",2,Chain-type quantity indexes for real GDP,100,102.989,103.015,96.684,95.459,106.028,112.591
48185,"Grimes, TX",3,Current-dollar GDP (thousands of current dollars),1028934,1093779,1114674,1052587,1118130,1381031,1503579
48187,"Guadalupe, TX",1,Real GDP (thousands of chained 2017 dollars),5945004,6150638,7516017,7744865,8906758,10187447,10710792
48187,"Guadalupe, TX",2,Chain-type quantity indexes for real GDP,100,103.459,126.426,130.275,149.819,171.361,180.165
48187,"Guadalupe, TX",3,Current-dollar GDP (thousands of current dollars),5945004,6247632,7728679,8020505,9084120,10870159,12298290
48189,"Hale, TX",1,Real GDP (thousands of chained 2017 dollars),1116105,1151322,1269485,1277794,1252753,1315992,1352516
48189,"Hale, TX",2,Chain-type quantity indexes for real GDP,100,103.155,113.742,114.487,112.243,117.909,121.182
48189,"Hale, TX",3,Current-dollar GDP (thousands of current dollars),1116105,1184002,1310975,1319900,1460880,1752842,1767411
48191,"Hall, TX",1,Real GDP (thousands of chained 2017 dollars),81177,71487,73626,71528,98602,86998,95176
48191,"Hall, TX",2,Chain-type quantity indexes for real GDP,100,88.063,90.697,88.113,121.465,107.171,117.244
48191,"Hall, TX",3,Current-dollar GDP (thousands of current dollars),81177,72285,75697,75507,114568,114628,123447
48193,"Hamilton, TX",1,Real GDP (thousands of chained 2017 dollars),228167,237586,249932,263821,257567,270269,287600
48193,"Hamilton, TX",2,Chain-type quantity indexes for real GDP,100,104.128,109.539,115.626,112.885,118.452,126.048
48193,"Hamilton, TX",3,Current-dollar GDP (thousands of current dollars),228167,243263,263491,287636,294331,330509,366625
48195,"Hansford, TX",1,Real GDP (thousands of chained 2017 dollars),563434,507505,514115,467940,459885,446879,754715
48195,"Hansford, TX",2,Chain-type quantity indexes for real GDP,100,90.073,91.247,83.051,81.622,79.313,133.949
48195,"Hansford, TX",3,Current-dollar GDP (thousands of current dollars),563434,509143,502878,439534,563658,684909,1059422
48197,"Hardeman, TX",1,Real GDP (thousands of chained 2017 dollars),155863,166675,167801,196870,204319,223733,221999
48197,"Hardeman, TX",2,Chain-type quantity indexes for real GDP,100,106.937,107.66,126.31,131.089,143.544,142.432
48197,"Hardeman, TX",3,Current-dollar GDP (thousands of current dollars),155863,175989,169283,190539,232602,299272,276255
48199,"Hardin, TX",1,Real GDP (thousands of chained 2017 dollars),1337835,1406916,1345762,1276893,1352164,1359570,1390239
48199,"Hardin, TX",2,Chain-type quantity indexes for real GDP,100,105.164,100.593,95.445,101.071,101.625,103.917
48199,"Hardin, TX",3,Current-dollar GDP (thousands of current dollars),1337835,1447314,1395629,1338478,1524703,1681769,1750193
48201,"Harris, TX",1,Real GDP (thousands of chained 2017 dollars),377601083,391034432,383052139,375485710,393247205,409324110,429677330
48201,"Harris, TX",2,Chain-type quantity indexes for real GDP,100,103.558,101.444,99.44,104.144,108.401,113.791
48201,"Harris, TX",3,Current-dollar GDP (thousands of current dollars),377601083,403789170,399251991,387310504,436293567,503684095,542011920
48203,"Harrison, TX",1,Real GDP (thousands of chained 2017 dollars),4142405,4474670,4124763,3945538,4146063,4279430,4379512
48203,"Harrison, TX",2,Chain-type quantity indexes for real GDP,100,108.021,99.574,95.248,100.088,103.308,105.724
48203,"Harrison, TX",3,Current-dollar GDP (thousands of current dollars),4142405,4624135,4184712,3781043,4906218,6332446,5606627
48205,"Hartley, TX",1,Real GDP (thousands of chained 2017 dollars),772238,702144,743710,710797,689302,631974,875605
48205,"Hartley, TX",2,Chain-type quantity indexes for real GDP,100,90.923,96.306,92.044,89.26,81.837,113.386
48205,"Hartley, TX",3,Current-dollar GDP (thousands of current dollars),772238,683562,718562,676614,849847,977245,1241678
48207,"Haskell, TX",1,Real GDP (thousands of chained 2017 dollars),215504,258967,298786,274814,284757,312792,383869
48207,"Haskell, TX",2,Chain-type quantity indexes for real GDP,100,120.168,138.645,127.521,132.135,145.144,178.126
48207,"Haskell, TX",3,Current-dollar GDP (thousands of current dollars),215504,271187,306238,269551,339324,441128,500080
48209,"Hays, TX",1,Real GDP (thousands of chained 2017 dollars),7249219,7761570,8431102,8431820,9236601,10141695,10939214
48209,"Hays, TX",2,Chain-type quantity indexes for real GDP,100,107.068,116.304,116.313,127.415,139.901,150.902
48209,"Hays, TX",3,Current-dollar GDP (thousands of current dollars),7249219,7974904,8852717,9043203,10415474,12412837,14027032
48211,"Hemphill, TX",1,Real GDP (thousands of chained 2017 dollars),708416,592612,583314,504649,434332,346145,403534
48211,"Hemphill, TX",2,Chain-type quantity indexes for real GDP,100,83.653,82.341,71.236,61.31,48.862,56.963
48211,"Hemphill, TX",3,Current-dollar GDP (thousands of current dollars),708416,684104,558008,361046,538151,639886,520799
48213,"Henderson, TX",1,Real GDP (thousands of chained 2017 dollars),1721227,1741260,1825800,1850846,1827090,1903255,2004026
48213,"Henderson, TX",2,Chain-type quantity indexes for real GDP,100,101.164,106.076,107.531,106.15,110.575,116.43
48213,"Henderson, TX",3,Current-dollar GDP (thousands of current dollars),1721227,1793311,1910487,1979221,2064503,2324068,2543051
48215,"Hidalgo, TX",1,Real GDP (thousands of chained 2017 dollars),20721197,21184628,21991095,21525990,22681955,23108370,23993556
48215,"Hidalgo, TX",2,Chain-type quantity indexes for real GDP,100,102.237,106.128,103.884,109.463,111.52,115.792
48215,"Hidalgo, TX",3,Current-dollar GDP (thousands of current dollars),20721197,21688589,23024066,23167379,25690478,28069132,30225234
48217,"Hill, TX",1,Real GDP (thousands of chained 2017 dollars),888603,943412,978427,938534,1035875,1137965,1194810
48217,"Hill, TX",2,Chain-type quantity indexes for real GDP,100,106.168,110.108,105.619,116.573,128.062,134.459
48217,"Hill, TX",3,Current-dollar GDP (thousands of current dollars),888603,972778,1030479,1009189,1184294,1433510,1554820
48219,"Hockley, TX",1,Real GDP (thousands of chained 2017 dollars),1630777,1701134,1756085,1508964,1503304,1439587,1698842
48219,"Hockley, TX",2,Chain-type quantity indexes for real GDP,100,104.314,107.684,92.53,92.183,88.276,104.174
48219,"Hockley, TX",3,Current-dollar GDP (thousands of current dollars),1630777,1837575,1721605,1224851,1661207,2104995,1982709
48221,"Hood, TX",1,Real GDP (thousands of chained 2017 dollars),2101562,2309135,2466581,2217332,2336628,2565239,2788369
48221,"Hood, TX",2,Chain-type quantity indexes for real GDP,100,109.877,117.369,105.509,111.185,122.063,132.681
48221,"Hood, TX",3,Current-dollar GDP (thousands of current dollars),2101562,2371220,2568130,2312648,2641083,3207314,3536553
48223,"Hopkins, TX",1,Real GDP (thousands of chained 2017 dollars),1426210,1533307,1661619,1579009,1628822,1809397,1889071
48223,"Hopkins, TX",2,Chain-type quantity indexes for real GDP,100,107.509,116.506,110.714,114.206,126.868,132.454
48223,"Hopkins, TX",3,Current-dollar GDP (thousands of current dollars),1426210,1551837,1707622,1647238,1824283,2218739,2357655
48225,"Houston, TX",1,Real GDP (thousands of chained 2017 dollars),876745,908368,923362,911234,893445,895438,944423
48225,"Houston, TX",2,Chain-type quantity indexes for real GDP,100,103.607,105.317,103.934,101.905,102.132,107.719
48225,"Houston, TX",3,Current-dollar GDP (thousands of current dollars),876745,942812,965388,947456,1017364,1136741,1225271
48227,"Howard, TX",1,Real GDP (thousands of chained 2017 dollars),3501424,4514213,5695839,5722202,6184553,5828093,9035206
48227,"Howard, TX",2,Chain-type quantity indexes for real GDP,100,128.925,162.672,163.425,176.63,166.449,258.044
48227,"Howard, TX",3,Current-dollar GDP (thousands of current dollars),3501424,5292776,5382567,3686430,8146651,12459571,11413857
48229,"Hudspeth, TX",1,Real GDP (thousands of chained 2017 dollars),137571,156459,158214,154961,157670,156775,175870
48229,"Hudspeth, TX",2,Chain-type quantity indexes for real GDP,100,113.73,115.005,112.641,114.61,113.959,127.839
48229,"Hudspeth, TX",3,Current-dollar GDP (thousands of current dollars),137571,158831,163423,162924,175546,186874,213909
48231,"Hunt, TX",1,Real GDP (thousands of chained 2017 dollars),4381391,4634922,4354088,4211955,4540267,4702099,5173197
48231,"Hunt, TX",2,Chain-type quantity indexes for real GDP,100,105.787,99.377,96.133,103.626,107.32,118.072
48231,"Hunt, TX",3,Current-dollar GDP (thousands of current dollars),4381391,4702115,4506895,4480752,4953667,5377306,6203934
48233,"Hutchinson, TX",1,Real GDP (thousands of chained 2017 dollars),4261872,4259097,3669191,3140580,4321413,4105789,5289528
48233,"Hutchinson, TX",2,Chain-type quantity indexes for real GDP,100,99.935,86.093,73.69,101.397,96.338,124.113
48233,"Hutchinson, TX",3,Current-dollar GDP (thousands of current dollars),4261872,5389008,3907603,2402025,5534205,8931746,9283390
48235,"Irion, TX",1,Real GDP (thousands of chained 2017 dollars),809921,715050,935662,870926,744581,665698,916822
48235,"Irion, TX",2,Chain-type quantity indexes for real GDP,100,88.286,115.525,107.532,91.933,82.193,113.199
48235,"Irion, TX",3,Current-dollar GDP (thousands of current dollars),809921,872513,856604,485599,941886,1391775,1097370
48237,"Jack, TX",1,Real GDP (thousands of chained 2017 dollars),522639,583807,433679,429219,434249,427610,410804
48237,"Jack, TX",2,Chain-type quantity indexes for real GDP,100,111.704,82.979,82.125,83.088,81.817,78.602
48237,"Jack, TX",3,Current-dollar GDP (thousands of current dollars),522639,601553,436623,404343,485865,571854,507065
48239,"Jackson, TX",1,Real GDP (thousands of chained 2017 dollars),627020,690951,719743,613906,608927,572533,607084
48239,"Jackson, TX",2,Chain-type quantity indexes for real GDP,100,110.196,114.788,97.909,97.114,91.31,96.82
48239,"Jackson, TX",3,Current-dollar GDP (thousands of current dollars),627020,719774,731376,598567,665121,735317,770061
48241,"Jasper, TX",1,Real GDP (thousands of chained 2017 dollars),1004787,1019472,997250,977510,1014039,1006919,1047339
48241,"Jasper, TX",2,Chain-type quantity indexes for real GDP,100,101.462,99.25,97.285,100.921,100.212,104.235
48241,"Jasper, TX",3,Current-dollar GDP (thousands of current dollars),1004787,1055456,1029497,1006484,1143359,1261885,1329769
48243,"Jeff Davis, TX",1,Real GDP (thousands of chained 2017 dollars),64233,67744,66196,64278,70963,72302,78615
48243,"Jeff Davis, TX",2,Chain-type quantity indexes for real GDP,100,105.466,103.056,100.069,110.477,112.562,122.39
48243,"Jeff Davis, TX",3,Current-dollar GDP (thousands of current dollars),64233,69694,69940,69099,79508,86979,98506
48245,"Jefferson, TX",1,Real GDP (thousands of chained 2017 dollars),19546250,20441199,20559671,17063284,17219938,17036039,18212967
48245,"Jefferson, TX",2,Chain-type quantity indexes for real GDP,100,104.579,105.185,87.297,88.098,87.158,93.179
48245,"Jefferson, TX",3,Current-dollar GDP (thousands of current dollars),19546250,22273798,21469002,16528757,19395805,23217197,24250052
48247,"Jim Hogg, TX",1,Real GDP (thousands of chained 2017 dollars),173320,168142,170935,172420,164382,160554,174176
48247,"Jim Hogg, TX",2,Chain-type quantity indexes for real GDP,100,97.013,98.624,99.481,94.843,92.635,100.494
48247,"Jim Hogg, TX",3,Current-dollar GDP (thousands of current dollars),173320,177037,176265,171994,188223,210038,218218
48249,"Jim Wells, TX",1,Real GDP (thousands of chained 2017 dollars),1595209,1859355,1852863,1379949,1509043,1605779,1653705
48249,"Jim Wells, TX",2,Chain-type quantity indexes for real GDP,100,116.559,116.152,86.506,94.598,100.663,103.667
48249,"Jim Wells, TX",3,Current-dollar GDP (thousands of current dollars),1595209,1832924,1879104,1384282,1490917,1736994,1861624
48251,"Johnson, TX",1,Real GDP (thousands of chained 2017 dollars),5737907,5773737,5817568,5731833,6199690,6524162,6669340
48251,"Johnson, TX",2,Chain-type quantity indexes for real GDP,100,100.624,101.388,99.894,108.048,113.703,116.233
48251,"Johnson, TX",3,Current-dollar GDP (thousands of current dollars),5737907,6005505,6065159,5993285,7108100,8455823,8839522
48253,"Jones, TX",1,Real GDP (thousands of chained 2017 dollars),419229,408042,424614,424059,461825,509326,486136
48253,"Jones, TX",2,Chain-type quantity indexes for real GDP,100,97.331,101.284,101.152,110.16,121.491,115.959
48253,"Jones, TX",3,Current-dollar GDP (thousands of current dollars),419229,422073,443932,451051,536875,667148,622478
48255,"Karnes, TX",1,Real GDP (thousands of chained 2017 dollars),6153979,6171233,6653682,5701136,5447997,4650771,6153388
48255,"Karnes, TX",2,Chain-type quantity indexes for real GDP,100,100.28,108.12,92.641,88.528,75.573,99.99
48255,"Karnes, TX",3,Current-dollar GDP (thousands of current dollars),6153979,7556897,6099081,3158923,7045885,10081226,7443726
48257,"Kaufman, TX",1,Real GDP (thousands of chained 2017 dollars),3416434,3586380,3867539,3943921,4389754,4639909,5029048
48257,"Kaufman, TX",2,Chain-type quantity indexes for real GDP,100,104.974,113.204,115.44,128.489,135.811,147.202
48257,"Kaufman, TX",3,Current-dollar GDP (thousands of current dollars),3416434,3688671,4079192,4238384,4997932,5757619,6518286
48259,"Kendall, TX",1,Real GDP (thousands of chained 2017 dollars),2000687,2137255,2207756,2086851,2239667,2450664,2660925
48259,"Kendall, TX",2,Chain-type quantity indexes for real GDP,100,106.826,110.35,104.307,111.945,122.491,133.001
48259,"Kendall, TX",3,Current-dollar GDP (thousands of current dollars),2000687,2184630,2307565,2241982,2512318,2949734,3359230
48261,"Kenedy, TX",1,Real GDP (thousands of chained 2017 dollars),227129,234192,275987,206184,256500,248161,242735
48261,"Kenedy, TX",2,Chain-type quantity indexes for real GDP,100,103.11,121.511,90.778,112.931,109.26,106.871
48261,"Kenedy, TX",3,Current-dollar GDP (thousands of current dollars),227129,245822,274500,175376,312186,414416,320767
48263,"Kent, TX",1,Real GDP (thousands of chained 2017 dollars),190205,178310,179138,157979,138251,115941,178909
48263,"Kent, TX",2,Chain-type quantity indexes for real GDP,100,93.746,94.182,83.057,72.685,60.956,94.061
48263,"Kent, TX",3,Current-dollar GDP (thousands of current dollars),190205,214620,165713,94465,177343,237424,222839
48265,"Kerr, TX",1,Real GDP (thousands of chained 2017 dollars),1906339,2032463,2156656,2109568,2244757,2370969,2474023
48265,"Kerr, TX",2,Chain-type quantity indexes for real GDP,100,106.616,113.131,110.661,117.752,124.373,129.779
48265,"Kerr, TX",3,Current-dollar GDP (thousands of current dollars),1906339,2073550,2256123,2267196,2490907,2794847,3078066
48267,"Kimble, TX",1,Real GDP (thousands of chained 2017 dollars),117167,132596,130118,133837,142924,145374,158642
48267,"Kimble, TX",2,Chain-type quantity indexes for real GDP,100,113.169,111.053,114.228,121.983,124.074,135.398
48267,"Kimble, TX",3,Current-dollar GDP (thousands of current dollars),117167,136154,136727,144389,162766,178358,200148
48269,"King, TX",1,Real GDP (thousands of chained 2017 dollars),111950,105343,100590,83393,72650,65662,91216
48269,"King, TX",2,Chain-type quantity indexes for real GDP,100,94.098,89.853,74.491,64.895,58.653,81.48
48269,"King, TX",3,Current-dollar GDP (thousands of current dollars),111950,123182,92792,52042,93422,134039,115610
48271,"Kinney, TX",1,Real GDP (thousands of chained 2017 dollars),108543,107119,110742,113973,111445,111430,117967
48271,"Kinney, TX",2,Chain-type quantity indexes for real GDP,100,98.688,102.026,105.002,102.674,102.659,108.682
48271,"Kinney, TX",3,Current-dollar GDP (thousands of current dollars),108543,110275,117169,122794,128742,137938,147521
48273,"Kleberg, TX",1,Real GDP (thousands of chained 2017 dollars),1083898,1040904,1108383,1054918,1105157,1111708,1206495
48273,"Kleberg, TX",2,Chain-type quantity indexes for real GDP,100,96.033,102.259,97.326,101.961,102.566,111.311
48273,"Kleberg, TX",3,Current-dollar GDP (thousands of current dollars),1083898,1067537,1150175,1117552,1237575,1333847,1477990
48275,"Knox, TX",1,Real GDP (thousands of chained 2017 dollars),136507,144875,142617,145348,189882,262322,262516
48275,"Knox, TX",2,Chain-type quantity indexes for real GDP,100,106.13,104.476,106.476,139.1,192.168,192.309
48275,"Knox, TX",3,Current-dollar GDP (thousands of current dollars),136507,149321,146164,145611,221321,351135,335614
48277,"Lamar, TX",1,Real GDP (thousands of chained 2017 dollars),2620703,2796541,2703574,2480456,2637157,2725950,2768182
48277,"Lamar, TX",2,Chain-type quantity indexes for real GDP,100,106.71,103.162,94.648,100.628,104.016,105.627
48277,"Lamar, TX",3,Current-dollar GDP (thousands of current dollars),2620703,2824523,2782667,2598267,2852786,3178558,3433946
48279,"Lamb, TX",1,Real GDP (thousands of chained 2017 dollars),784421,744694,729351,702156,684964,732749,814152
48279,"Lamb, TX",2,Chain-type quantity indexes for real GDP,100,94.936,92.98,89.513,87.321,93.413,103.79
48279,"Lamb, TX",3,Current-dollar GDP (thousands of current dollars),784421,751023,741484,709593,827785,1046937,1102864
48281,"Lampasas, TX",1,Real GDP (thousands of chained 2017 dollars),457630,473038,502171,505815,509199,547083,555598
48281,"Lampasas, TX",2,Chain-type quantity indexes for real GDP,100,103.367,109.733,110.529,111.269,119.547,121.408
48281,"Lampasas, TX",3,Current-dollar GDP (thousands of current dollars),457630,482700,526292,549935,578913,666609,715159
48283,"La Salle, TX",1,Real GDP (thousands of chained 2017 dollars),3358869,3476682,3798788,3006279,2910723,2216654,3137796
48283,"La Salle, TX",2,Chain-type quantity indexes for real GDP,100,103.508,113.097,89.503,86.658,65.994,93.418
48283,"La Salle, TX",3,Current-dollar GDP (thousands of current dollars),3358869,4192556,3488675,1677951,3683306,4651477,3750769
48285,"Lavaca, TX",1,Real GDP (thousands of chained 2017 dollars),1066284,1110003,1224228,1108116,1090265,1096326,1311739
48285,"Lavaca, TX",2,Chain-type quantity indexes for real GDP,100,104.1,114.813,103.923,102.249,102.817,123.02
48285,"Lavaca, TX",3,Current-dollar GDP (thousands of current dollars),1066284,1190081,1199802,948225,1234946,1614645,1529351
48287,"Lee, TX",1,Real GDP (thousands of chained 2017 dollars),842849,847378,981124,881856,860543,762578,891571
48287,"Lee, TX",2,Chain-type quantity indexes for real GDP,100,100.537,116.406,104.628,102.099,90.476,105.781
48287,"Lee, TX",3,Current-dollar GDP (thousands of current dollars),842849,884381,1015087,888534,979846,1030305,1130056
48289,"Leon, TX",1,Real GDP (thousands of chained 2017 dollars),705484,687532,688958,693318,737346,748943,866668
48289,"Leon, TX",2,Chain-type quantity indexes for real GDP,100,97.455,97.657,98.276,104.516,106.16,122.847
48289,"Leon, TX",3,Current-dollar GDP (thousands of current dollars),705484,736330,703376,645203,843338,996873,1056485
48291,"Liberty, TX",1,Real GDP (thousands of chained 2017 dollars),1958578,2133017,2223517,2102613,2244014,2368068,2512302
48291,"Liberty, TX",2,Chain-type quantity indexes for real GDP,100,108.906,113.527,107.354,114.574,120.908,128.272
48291,"Liberty, TX",3,Current-dollar GDP (thousands of current dollars),1958578,2190478,2325758,2226800,2500083,2880571,3149918
48293,"Limestone, TX",1,Real GDP (thousands of chained 2017 dollars),1267240,1362952,1388034,1253733,1258535,1326271,1466241
48293,"Limestone, TX",2,Chain-type quantity indexes for real GDP,100,107.553,109.532,98.934,99.313,104.658,115.704
48293,"Limestone, TX",3,Current-dollar GDP (thousands of current dollars),1267240,1421912,1448913,1294733,1483744,1775043,1951076
48295,"Lipscomb, TX",1,Real GDP (thousands of chained 2017 dollars),536796,489021,517454,484807,476290,446489,516972
48295,"Lipscomb, TX",2,Chain-type quantity indexes for real GDP,100,91.1,96.397,90.315,88.728,83.177,96.307
48295,"Lipscomb, TX",3,Current-dollar GDP (thousands of current dollars),536796,549775,515238,415939,563922,696017,663130
48297,"Live Oak, TX",1,Real GDP (thousands of chained 2017 dollars),1284619,1171177,1490412,1249109,1300783,1366775,1925832
48297,"Live Oak, TX",2,Chain-type quantity indexes for real GDP,100,91.169,116.02,97.236,101.258,106.395,149.915
48297,"Live Oak, TX",3,Current-dollar GDP (thousands of current dollars),1284619,1388663,1441302,860513,1612006,2688495,2461641
48299,"Llano, TX",1,Real GDP (thousands of chained 2017 dollars),738973,724008,753021,756101,773044,821358,896144
48299,"Llano, TX",2,Chain-type quantity indexes for real GDP,100,97.975,101.901,102.318,104.611,111.149,121.269
48299,"Llano, TX",3,Current-dollar GDP (thousands of current dollars),738973,745252,796776,812626,882477,1013400,1149769
48301,"Loving, TX",1,Real GDP (thousands of chained 2017 dollars),3228124,4400055,5916987,6164955,5960139,5255204,8297119
48301,"Loving, TX",2,Chain-type quantity indexes for real GDP,100,136.304,183.295,190.976,184.632,162.794,257.026
48301,"Loving, TX",3,Current-dollar GDP (thousands of current dollars),3228124,5495871,5335687,3039085,8055997,12470337,10235595
48303,"Lubbock, TX",1,Real GDP (thousands of chained 2017 dollars),13267508,13599091,13980401,13997675,14408086,14664750,15144655
48303,"Lubbock, TX",2,Chain-type quantity indexes for real GDP,100,102.499,105.373,105.503,108.597,110.531,114.148
48303,"Lubbock, TX",3,Current-dollar GDP (thousands of current dollars),13267508,13906031,14628522,15051299,16139764,17541348,18885771
48305,"Lynn, TX",1,Real GDP (thousands of chained 2017 dollars),175411,192913,215500,260985,305631,374001,346025
48305,"Lynn, TX",2,Chain-type quantity indexes for real GDP,100,109.977,122.854,148.785,174.237,213.214,197.265
48305,"Lynn, TX",3,Current-dollar GDP (thousands of current dollars),175411,198825,222514,268095,355444,496032,441939
48307,"McCulloch, TX",1,Real GDP (thousands of chained 2017 dollars),358980,377750,335337,313443,311484,333190,366199
48307,"McCulloch, TX",2,Chain-type quantity indexes for real GDP,100,105.229,93.414,87.315,86.769,92.816,102.011
48307,"McCulloch, TX",3,Current-dollar GDP (thousands of current dollars),358980,389967,352807,335093,361300,428652,481902
48309,"McLennan, TX",1,Real GDP (thousands of chained 2017 dollars),12377748,12894071,12636295,12266429,13010008,13521577,14070337
48309,"McLennan, TX",2,Chain-type quantity indexes for real GDP,100,104.171,102.089,99.101,105.108,109.241,113.674
48309,"McLennan, TX",3,Current-dollar GDP (thousands of current dollars),12377748,13156516,13178914,13137466,14459448,16017012,17516788
48311,"McMullen, TX",1,Real GDP (thousands of chained 2017 dollars),1593724,1439872,1617882,1395218,1136263,881194,1544293
48311,"McMullen, TX",2,Chain-type quantity indexes for real GDP,100,90.346,101.516,87.545,71.296,55.291,96.898
48311,"McMullen, TX",3,Current-dollar GDP (thousands of current dollars),1593724,1786347,1466777,714935,1501760,2004642,1884321
48313,"Madison, TX",1,Real GDP (thousands of chained 2017 dollars),540221,508661,533440,504850,509287,498374,563256
48313,"Madison, TX",2,Chain-type quantity indexes for real GDP,100,94.158,98.745,93.452,94.274,92.254,104.264
48313,"Madison, TX",3,Current-dollar GDP (thousands of current dollars),540221,548969,535618,465569,570932,663956,686063
48315,"Marion, TX",1,Real GDP (thousands of chained 2017 dollars),239062,249640,253328,249968,272314,260819,284063
48315,"Marion, TX",2,Chain-type quantity indexes for real GDP,100,104.425,105.967,104.562,113.909,109.101,118.824
48315,"Marion, TX",3,Current-dollar GDP (thousands of current dollars),239062,264168,263240,259885,326803,349956,367713
48317,"Martin, TX",1,Real GDP (thousands of chained 2017 dollars),3014525,4141905,6297460,6537278,7018278,6429900,11396694
48317,"Martin, TX",2,Chain-type quantity indexes for real GDP,100,137.398,208.904,216.859,232.815,213.297,378.059
48317,"Martin, TX",3,Current-dollar GDP (thousands of current dollars),3014525,5100562,5716432,3380550,9526208,15162349,14166864
48319,"Mason, TX",1,Real GDP (thousands of chained 2017 dollars),110763,117039,117467,113365,111938,114124,133027
48319,"Mason, TX",2,Chain-type quantity indexes for real GDP,100,105.666,106.053,102.349,101.061,103.034,120.101
48319,"Mason, TX",3,Current-dollar GDP (thousands of current dollars),110763,120419,124091,122884,125913,137432,166943
48321,"Matagorda, TX",1,Real GDP (thousands of chained 2017 dollars),2189072,2054025,2285383,2225684,2258490,2268433,2418666
48321,"Matagorda, TX",2,Chain-type quantity indexes for real GDP,100,93.831,104.4,101.672,103.171,103.625,110.488
48321,"Matagorda, TX",3,Current-dollar GDP (thousands of current dollars),2189072,2117607,2400533,2328018,2647612,2963316,3130261
48323,"Maverick, TX",1,Real GDP (thousands of chained 2017 dollars),1575758,1672797,1696289,1592720,1728376,1848382,2021842
48323,"Maverick, TX",2,Chain-type quantity indexes for real GDP,100,106.158,107.649,101.076,109.685,117.301,128.309
48323,"Maverick, TX",3,Current-dollar GDP (thousands of current dollars),1575758,1717124,1762255,1680487,1941349,2257819,2450851
48325,"Medina, TX",1,Real GDP (thousands of chained 2017 dollars),986422,1036851,1098596,1075886,1106469,1161319,1231255
